obp_algorithm,prp_algorithm,ls_algorithm,time,capacity_device,num_orders,before_distance,after_distance
G02,LGAP,LS_2x2,20243945,30,80,16783,16699
G03,LGAP,LS_1x0,21436217,30,80,15316,15279
G03,LGAP,LS_1x1,6866360,30,80,15316,15164
G03,LGAP,LS_1x2,52865159,30,80,15316,15164
G03,LGAP,LS_2x2,136360456,30,80,15316,15316
G01,LGAP,LS_1x0,18433991,30,80,13703,13666
G01,LGAP,LS_1x1,2479908,30,80,13703,13703
G01,LGAP,LS_1x2,6889865,30,80,13703,13637
G01,LGAP,LS_2x2,206103601,30,80,13703,13703
G02,LGAP,LS_1x0,73791680,30,80,15481,15214
G02,LGAP,LS_1x1,5541929,30,80,15481,15481
G02,LGAP,LS_1x2,61167012,30,80,15481,15088
G02,LGAP,LS_2x2,18433197,30,80,15481,15359
G03,LGAP,LS_1x0,31089854,30,80,14154,14154
G03,LGAP,LS_1x1,5814605,30,80,14154,14154
G03,LGAP,LS_1x2,57440390,30,80,14154,14154
G03,LGAP,LS_2x2,162404959,30,80,14154,14154
G01,LGAP,LS_1x0,13180485,30,80,15032,15032
G01,LGAP,LS_1x1,2259792,30,80,15032,15032
G01,LGAP,LS_1x2,38319828,30,80,15032,15032
G01,LGAP,LS_2x2,233909755,30,80,15032,15032
G02,LGAP,LS_1x0,66846503,30,80,17125,17038
G02,LGAP,LS_1x1,5611995,30,80,17125,17061
G02,LGAP,LS_1x2,67649125,30,80,17125,16979
G02,LGAP,LS_2x2,18965076,30,80,17125,17097
G03,LGAP,LS_1x0,24187535,30,80,15163,15163
G03,LGAP,LS_1x1,5851138,30,80,15163,15103
G03,LGAP,LS_1x2,47788334,30,80,15163,15067
G03,LGAP,LS_2x2,166088378,30,80,15163,15163
G01,LGAP,LS_1x0,9114464,30,80,14538,14538
G01,LGAP,LS_1x1,2508277,30,80,14538,14514
G01,LGAP,LS_1x2,17966793,30,80,14538,14538
G01,LGAP,LS_2x2,257012816,30,80,14538,14538
G02,LGAP,LS_1x0,66912582,30,80,16641,16589
G02,LGAP,LS_1x1,3690477,30,80,16641,16589
G02,LGAP,LS_1x2,73061298,30,80,16641,16549
G02,LGAP,LS_2x2,25302695,30,80,16641,16623
G03,LGAP,LS_1x0,24999467,30,80,15060,14915
G03,LGAP,LS_1x1,5930754,30,80,15060,15018
G03,LGAP,LS_1x2,54196554,30,80,15060,15006
G03,LGAP,LS_2x2,134828634,30,80,15060,15060
G01,LGAP,LS_1x0,13910039,30,80,14506,14478
G01,LGAP,LS_1x1,2665786,30,80,14506,14506
G01,LGAP,LS_1x2,32821275,30,80,14506,14492
G01,LGAP,LS_2x2,233218212,30,80,14506,14506
G02,LGAP,LS_1x0,82874772,30,80,16753,16663
G02,LGAP,LS_1x1,5844730,30,80,16753,16725
G02,LGAP,LS_1x2,81128807,30,80,16753,16358
G02,LGAP,LS_2x2,17778431,30,80,16753,16647
G03,LGAP,LS_1x0,39553348,30,80,15494,15450
G03,LGAP,LS_1x1,7112994,30,80,15494,15472
G03,LGAP,LS_1x2,66986386,30,80,15494,15334
G03,LGAP,LS_2x2,132716239,30,80,15494,15494
G01,LGAP,LS_1x0,4738468,30,80,13796,13796
G01,LGAP,LS_1x1,2242533,30,80,13796,13710
G01,LGAP,LS_1x2,19603983,30,80,13796,13630
G01,LGAP,LS_2x2,200733903,30,80,13796,13796
G02,LGAP,LS_1x0,86665346,30,80,16189,16050
G02,LGAP,LS_1x1,5237143,30,80,16189,16125
G02,LGAP,LS_1x2,79701741,30,80,16189,16032
G02,LGAP,LS_2x2,35813985,30,80,16189,16090
G03,LGAP,LS_1x0,9899889,30,80,13689,13689
G03,LGAP,LS_1x1,5895201,30,80,13689,13689
G03,LGAP,LS_1x2,18070209,30,80,13689,13524
G03,LGAP,LS_2x2,169222587,30,80,13689,13609
G01,LGAP,LS_1x0,7089173,45,80,12571,12571
G01,LGAP,LS_1x1,3267091,45,80,12571,12450
G01,LGAP,LS_1x2,10211971,45,80,12571,12217
G01,LGAP,LS_2x2,61412349,45,80,12571,12277
G02,LGAP,LS_1x0,91598595,45,80,14566,14413
G02,LGAP,LS_1x1,6306971,45,80,14566,14289
G02,LGAP,LS_1x2,82881133,45,80,14566,13768
G02,LGAP,LS_2x2,72119228,45,80,14566,14392
G03,LGAP,LS_1x0,15912686,45,80,12770,12770
G03,LGAP,LS_1x1,11470636,45,80,12770,12700
G03,LGAP,LS_1x2,33378207,45,80,12770,12223
G03,LGAP,LS_2x2,66348888,45,80,12770,12391
G01,LGAP,LS_1x0,8493794,45,80,10927,10927
G01,LGAP,LS_1x1,3294814,45,80,10927,10927
G01,LGAP,LS_1x2,18055005,45,80,10927,10813
G01,LGAP,LS_2x2,37667065,45,80,10927,10781
G02,LGAP,LS_1x0,56839578,45,80,12266,12033
G02,LGAP,LS_1x1,3277376,45,80,12266,12219
G02,LGAP,LS_1x2,52479671,45,80,12266,11769
G02,LGAP,LS_2x2,93705252,45,80,12266,11949
G03,LGAP,LS_1x0,10888252,45,80,11205,11205
G03,LGAP,LS_1x1,9386446,45,80,11205,11123
G03,LGAP,LS_1x2,20917808,45,80,11205,10858
G03,LGAP,LS_2x2,35710353,45,80,11205,10939
G01,LGAP,LS_1x0,10873381,45,80,11758,11736
G01,LGAP,LS_1x1,5093312,45,80,11758,11550
G01,LGAP,LS_1x2,24307552,45,80,11758,11512
G01,LGAP,LS_2x2,45761668,45,80,11758,11203
G02,LGAP,LS_1x0,49763565,45,80,12504,12504
G02,LGAP,LS_1x1,5951077,45,80,12504,12375
G02,LGAP,LS_1x2,48529671,45,80,12504,11886
G02,LGAP,LS_2x2,76459182,45,80,12504,12081
G03,LGAP,LS_1x0,15026195,45,80,11618,11618
G03,LGAP,LS_1x1,9724695,45,80,11618,11538
G03,LGAP,LS_1x2,25711979,45,80,11618,11285
G03,LGAP,LS_2x2,45620137,45,80,11618,11184
G01,LGAP,LS_1x0,5485482,45,80,10924,10924
G01,LGAP,LS_1x1,3216149,45,80,10924,10832
G01,LGAP,LS_1x2,14160116,45,80,10924,10736
G01,LGAP,LS_2x2,35097033,45,80,10924,10692
G02,LGAP,LS_1x0,66128225,45,80,12199,12169
G02,LGAP,LS_1x1,4816583,45,80,12199,12036
G02,LGAP,LS_1x2,59759770,45,80,12199,11726
G02,LGAP,LS_2x2,67870429,45,80,12199,11779
G03,LGAP,LS_1x0,17406435,45,80,11130,11130
G03,LGAP,LS_1x1,10128502,45,80,11130,11056
G03,LGAP,LS_1x2,21556199,45,80,11130,10861
G03,LGAP,LS_2x2,60450697,45,80,11130,10811
G01,LGAP,LS_1x0,4075662,45,80,10533,10533
G01,LGAP,LS_1x1,2465570,45,80,10533,10456
G01,LGAP,LS_1x2,7688505,45,80,10533,10463
G01,LGAP,LS_2x2,24120050,45,80,10533,10357
G02,LGAP,LS_1x0,82942218,45,80,11790,11756
G02,LGAP,LS_1x1,5574139,45,80,11790,11756
G02,LGAP,LS_1x2,62654639,45,80,11790,11371
G02,LGAP,LS_2x2,74560923,45,80,11790,11635
G03,LGAP,LS_1x0,16126378,45,80,10433,10433
G03,LGAP,LS_1x1,9838643,45,80,10433,10324
G03,LGAP,LS_1x2,31869625,45,80,10433,10283
G03,LGAP,LS_2x2,44819564,45,80,10433,10243
G01,LGAP,LS_1x0,10668885,45,80,10933,10933
G01,LGAP,LS_1x1,3379858,45,80,10933,10791
G01,LGAP,LS_1x2,29048688,45,80,10933,10691
G01,LGAP,LS_2x2,37302134,45,80,10933,10576
G02,LGAP,LS_1x0,75394820,45,80,12379,12364
G02,LGAP,LS_1x1,5384207,45,80,12379,12231
G02,LGAP,LS_1x2,60653804,45,80,12379,11880
G02,LGAP,LS_2x2,51058331,45,80,12379,12261
G03,LGAP,LS_1x0,10331772,45,80,10988,10988
G03,LGAP,LS_1x1,9158998,45,80,10988,10948
G03,LGAP,LS_1x2,26497222,45,80,10988,10668
G03,LGAP,LS_2x2,35405182,45,80,10988,10611
G01,LGAP,LS_1x0,11692245,45,80,11692,11685
G01,LGAP,LS_1x1,3854384,45,80,11692,11597
G01,LGAP,LS_1x2,22480210,45,80,11692,11448
G01,LGAP,LS_2x2,44090006,45,80,11692,11459
G02,LGAP,LS_1x0,58838257,45,80,12488,12466
G02,LGAP,LS_1x1,6422067,45,80,12488,12460
G02,LGAP,LS_1x2,41317400,45,80,12488,11934
G02,LGAP,LS_2x2,109053194,45,80,12488,12231
G03,LGAP,LS_1x0,13399869,45,80,11655,11655
G03,LGAP,LS_1x1,10163699,45,80,11655,11607
G03,LGAP,LS_1x2,29189575,45,80,11655,11232
G03,LGAP,LS_2x2,48289601,45,80,11655,11345
G01,LGAP,LS_1x0,10915548,45,80,11293,11293
G01,LGAP,LS_1x1,3594127,45,80,11293,11197
G01,LGAP,LS_1x2,19666201,45,80,11293,11115
G01,LGAP,LS_2x2,39376196,45,80,11293,10978
G02,LGAP,LS_1x0,70524368,45,80,12698,12640
G02,LGAP,LS_1x1,15912475,45,80,12698,12690
G02,LGAP,LS_1x2,62483879,45,80,12698,12390
G02,LGAP,LS_2x2,67774121,45,80,12698,12628
G03,LGAP,LS_1x0,18016404,45,80,11554,11534
G03,LGAP,LS_1x1,11501627,45,80,11554,11363
G03,LGAP,LS_1x2,30358225,45,80,11554,11177
G03,LGAP,LS_2x2,34263484,45,80,11554,11088
G01,LGAP,LS_1x0,5377258,45,80,10023,10023
G01,LGAP,LS_1x1,2836565,45,80,10023,10023
G01,LGAP,LS_1x2,12189945,45,80,10023,9816
G01,LGAP,LS_2x2,23867105,45,80,10023,9866
G02,LGAP,LS_1x0,71556406,45,80,11385,11333
G02,LGAP,LS_1x1,4613969,45,80,11385,11323
G02,LGAP,LS_1x2,47810412,45,80,11385,10964
G02,LGAP,LS_2x2,67255276,45,80,11385,11313
G03,LGAP,LS_1x0,15963873,45,80,10432,10432
G03,LGAP,LS_1x1,10733726,45,80,10432,10284
G03,LGAP,LS_1x2,27191982,45,80,10432,10116
G03,LGAP,LS_2x2,36962620,45,80,10432,9988
G01,LGAP,LS_1x0,8911117,45,80,11759,11759
G01,LGAP,LS_1x1,3240912,45,80,11759,11674
G01,LGAP,LS_1x2,18265952,45,80,11759,11414
G01,LGAP,LS_2x2,47171680,45,80,11759,11576
G02,LGAP,LS_1x0,58155303,45,80,12844,12800
G02,LGAP,LS_1x1,4676077,45,80,12844,12822
G02,LGAP,LS_1x2,56095471,45,80,12844,11969
G02,LGAP,LS_2x2,64180399,45,80,12844,12599
G03,LGAP,LS_1x0,17736000,45,80,11490,11490
G03,LGAP,LS_1x1,10714819,45,80,11490,11412
G03,LGAP,LS_1x2,36117428,45,80,11490,11221
G03,LGAP,LS_2x2,54483171,45,80,11490,11366
G01,LGAP,LS_1x0,10937958,45,80,11549,11549
G01,LGAP,LS_1x1,3500455,45,80,11549,11513
G01,LGAP,LS_1x2,20744792,45,80,11549,11284
G01,LGAP,LS_2x2,47818164,45,80,11549,11445
G02,LGAP,LS_1x0,74864347,45,80,12964,12862
G02,LGAP,LS_1x1,6349208,45,80,12964,12818
G02,LGAP,LS_1x2,56108029,45,80,12964,12442
G02,LGAP,LS_2x2,70085589,45,80,12964,12794
G03,LGAP,LS_1x0,16367220,45,80,11737,11737
G03,LGAP,LS_1x1,9153752,45,80,11737,11737
G03,LGAP,LS_1x2,27409277,45,80,11737,11337
G03,LGAP,LS_2x2,54348758,45,80,11737,11475
G01,LGAP,LS_1x0,6022742,45,80,11414,11414
G01,LGAP,LS_1x1,2823518,45,80,11414,11368
G01,LGAP,LS_1x2,10131753,45,80,11414,11139
G01,LGAP,LS_2x2,43783448,45,80,11414,11290
G02,LGAP,LS_1x0,61521038,45,80,12674,12494
G02,LGAP,LS_1x1,4645907,45,80,12674,12460
G02,LGAP,LS_1x2,56844345,45,80,12674,11940
G02,LGAP,LS_2x2,91379885,45,80,12674,12528
G03,LGAP,LS_1x0,12539542,45,80,11337,11337
G03,LGAP,LS_1x1,10011680,45,80,11337,11319
G03,LGAP,LS_1x2,34947808,45,80,11337,11007
G03,LGAP,LS_2x2,58889684,45,80,11337,11109
G01,LGAP,LS_1x0,16614927,45,80,11444,11444
G01,LGAP,LS_1x1,3013647,45,80,11444,11416
G01,LGAP,LS_1x2,15086157,45,80,11444,11079
G01,LGAP,LS_2x2,56436045,45,80,11444,11208
G02,LGAP,LS_1x0,70085788,45,80,12821,12821
G02,LGAP,LS_1x1,4886105,45,80,12821,12821
G02,LGAP,LS_1x2,65490458,45,80,12821,12032
G02,LGAP,LS_2x2,47863873,45,80,12821,12585
G03,LGAP,LS_1x0,17633961,45,80,11528,11528
G03,LGAP,LS_1x1,9651941,45,80,11528,11411
G03,LGAP,LS_1x2,26248491,45,80,11528,11212
G03,LGAP,LS_2x2,37137399,45,80,11528,11383
G01,LGAP,LS_1x0,5700064,45,80,11734,11734
G01,LGAP,LS_1x1,3113040,45,80,11734,11710
G01,LGAP,LS_1x2,11826194,45,80,11734,11568
G01,LGAP,LS_2x2,51112085,45,80,11734,11660
G02,LGAP,LS_1x0,69023773,45,80,13290,13156
G02,LGAP,LS_1x1,5772672,45,80,13290,13108
G02,LGAP,LS_1x2,61764966,45,80,13290,12756
G02,LGAP,LS_2x2,80202903,45,80,13290,13172
G03,LGAP,LS_1x0,18683820,45,80,12068,12068
G03,LGAP,LS_1x1,9888891,45,80,12068,12026
G03,LGAP,LS_1x2,25195285,45,80,12068,11773
G03,LGAP,LS_2x2,46077203,45,80,12068,11686
G01,LGAP,LS_1x0,10510917,45,80,10302,10302
G01,LGAP,LS_1x1,3176216,45,80,10302,10302
G01,LGAP,LS_1x2,19495122,45,80,10302,10113
G01,LGAP,LS_2x2,27960400,45,80,10302,10134
G02,LGAP,LS_1x0,63921079,45,80,11452,11277
G02,LGAP,LS_1x1,5410719,45,80,11452,11310
G02,LGAP,LS_1x2,47585490,45,80,11452,10703
G02,LGAP,LS_2x2,80057193,45,80,11452,11342
G03,LGAP,LS_1x0,15300256,45,80,10411,10411
G03,LGAP,LS_1x1,8738576,45,80,10411,10395
G03,LGAP,LS_1x2,23621831,45,80,10411,10089
G03,LGAP,LS_2x2,35503989,45,80,10411,10029
G01,LGAP,LS_1x0,11047767,45,80,11870,11870
G01,LGAP,LS_1x1,2932066,45,80,11870,11870
G01,LGAP,LS_1x2,15428370,45,80,11870,11467
G01,LGAP,LS_2x2,43044006,45,80,11870,11770
G02,LGAP,LS_1x0,47350308,45,80,12516,12492
G02,LGAP,LS_1x1,5568303,45,80,12516,12516
G02,LGAP,LS_1x2,44957649,45,80,12516,12220
G02,LGAP,LS_2x2,82596027,45,80,12516,12302
G03,LGAP,LS_1x0,12519032,45,80,11449,11449
G03,LGAP,LS_1x1,9359011,45,80,11449,11449
G03,LGAP,LS_1x2,22140410,45,80,11449,11277
G03,LGAP,LS_2x2,35109921,45,80,11449,11279
G01,LGAP,LS_1x0,10609533,45,80,11097,11097
G01,LGAP,LS_1x1,3160130,45,80,11097,11037
G01,LGAP,LS_1x2,16409198,45,80,11097,10799
G01,LGAP,LS_2x2,33731619,45,80,11097,11031
G02,LGAP,LS_1x0,91194666,45,80,12699,12664
G02,LGAP,LS_1x1,3979357,45,80,12699,12671
G02,LGAP,LS_1x2,65623343,45,80,12699,12098
G02,LGAP,LS_2x2,58583583,45,80,12699,12585
G03,LGAP,LS_1x0,16207542,45,80,10855,10855
G03,LGAP,LS_1x1,9604502,45,80,10855,10793
G03,LGAP,LS_1x2,28964036,45,80,10855,10603
G03,LGAP,LS_2x2,45911118,45,80,10855,10511
G01,LGAP,LS_1x0,4075471,45,80,10924,10924
G01,LGAP,LS_1x1,2403818,45,80,10924,10924
G01,LGAP,LS_1x2,9998517,45,80,10924,10644
G01,LGAP,LS_2x2,21270149,45,80,10924,10784
G02,LGAP,LS_1x0,58946007,45,80,12219,12199
G02,LGAP,LS_1x1,4081135,45,80,12219,11983
G02,LGAP,LS_1x2,49011791,45,80,12219,11513
G02,LGAP,LS_2x2,58773163,45,80,12219,11930
G03,LGAP,LS_1x0,15993166,45,80,11063,11063
G03,LGAP,LS_1x1,10281155,45,80,11063,11063
G03,LGAP,LS_1x2,29058301,45,80,11063,10816
G03,LGAP,LS_2x2,37882034,45,80,11063,10692
G01,LGAP,LS_1x0,10754640,45,80,11009,11009
G01,LGAP,LS_1x1,2932321,45,80,11009,11009
G01,LGAP,LS_1x2,28213702,45,80,11009,10513
G01,LGAP,LS_2x2,36729371,45,80,11009,10575
G02,LGAP,LS_1x0,47141696,45,80,11626,11538
G02,LGAP,LS_1x1,5495878,45,80,11626,11626
G02,LGAP,LS_1x2,34391863,45,80,11626,11033
G02,LGAP,LS_2x2,95137663,45,80,11626,11332
G03,LGAP,LS_1x0,13955686,45,80,10750,10750
G03,LGAP,LS_1x1,10246492,45,80,10750,10688
G03,LGAP,LS_1x2,22879691,45,80,10750,10393
G03,LGAP,LS_2x2,40652366,45,80,10750,10476
G01,LGAP,LS_1x0,10686005,45,80,11110,11110
G01,LGAP,LS_1x1,3446950,45,80,11110,11030
G01,LGAP,LS_1x2,22415655,45,80,11110,10951
G01,LGAP,LS_2x2,32972604,45,80,11110,10899
G02,LGAP,LS_1x0,65060903,45,80,12332,12208
G02,LGAP,LS_1x1,5433237,45,80,12332,12268
G02,LGAP,LS_1x2,50985332,45,80,12332,11620
G02,LGAP,LS_2x2,77695181,45,80,12332,12098
G03,LGAP,LS_1x0,13973506,45,80,11431,11431
G03,LGAP,LS_1x1,9496228,45,80,11431,11273
G03,LGAP,LS_1x2,25513126,45,80,11431,11086
G03,LGAP,LS_2x2,37109671,45,80,11431,10955
G01,LGAP,LS_1x0,7242623,45,80,10658,10658
G01,LGAP,LS_1x1,3740851,45,80,10658,10626
G01,LGAP,LS_1x2,16607713,45,80,10658,10402
G01,LGAP,LS_2x2,29903469,45,80,10658,10203
G02,LGAP,LS_1x0,65531462,45,80,11918,11918
G02,LGAP,LS_1x1,3605449,45,80,11918,11832
G02,LGAP,LS_1x2,45687885,45,80,11918,11248
G02,LGAP,LS_2x2,76005136,45,80,11918,11546
G03,LGAP,LS_1x0,16099681,45,80,10675,10675
G03,LGAP,LS_1x1,9664128,45,80,10675,10498
G03,LGAP,LS_1x2,31528149,45,80,10675,10330
G03,LGAP,LS_2x2,34719974,45,80,10675,10515
G01,LGAP,LS_1x0,5657544,45,80,12260,12260
G01,LGAP,LS_1x1,3232202,45,80,12260,12224
G01,LGAP,LS_1x2,15525181,45,80,12260,12190
G01,LGAP,LS_2x2,50477356,45,80,12260,12118
G02,LGAP,LS_1x0,95624064,45,80,14191,14191
G02,LGAP,LS_1x1,6404793,45,80,14191,14136
G02,LGAP,LS_1x2,75493180,45,80,14191,13597
G02,LGAP,LS_2x2,77288174,45,80,14191,14055
G03,LGAP,LS_1x0,18677782,45,80,12462,12462
G03,LGAP,LS_1x1,10074044,45,80,12462,12462
G03,LGAP,LS_1x2,27172927,45,80,12462,12062
G03,LGAP,LS_2x2,75853285,45,80,12462,12263
G01,LGAP,LS_1x0,5882449,45,80,11118,11118
G01,LGAP,LS_1x1,3430788,45,80,11118,11118
G01,LGAP,LS_1x2,12174763,45,80,11118,10956
G01,LGAP,LS_2x2,31018545,45,80,11118,10544
G02,LGAP,LS_1x0,69035958,45,80,12252,12222
G02,LGAP,LS_1x1,5992513,45,80,12252,12158
G02,LGAP,LS_1x2,55979996,45,80,12252,11593
G02,LGAP,LS_2x2,101425014,45,80,12252,12074
G03,LGAP,LS_1x0,16809054,45,80,11230,11230
G03,LGAP,LS_1x1,9638311,45,80,11230,11080
G03,LGAP,LS_1x2,24926953,45,80,11230,10861
G03,LGAP,LS_2x2,36367584,45,80,11230,10728
G01,LGAP,LS_1x0,7463077,45,80,10327,10327
G01,LGAP,LS_1x1,3277837,45,80,10327,10321
G01,LGAP,LS_1x2,18197086,45,80,10327,10181
G01,LGAP,LS_2x2,25485583,45,80,10327,10163
G02,LGAP,LS_1x0,65200098,45,80,11768,11693
G02,LGAP,LS_1x1,3960696,45,80,11768,11740
G02,LGAP,LS_1x2,59026145,45,80,11768,11090
G02,LGAP,LS_2x2,73376830,45,80,11768,11455
G03,LGAP,LS_1x0,16739107,45,80,10956,10956
G03,LGAP,LS_1x1,9791569,45,80,10956,10818
G03,LGAP,LS_1x2,41180163,45,80,10956,10154
G03,LGAP,LS_2x2,49249147,45,80,10956,10347
G01,LGAP,LS_1x0,3894750,45,80,9796,9796
G01,LGAP,LS_1x1,2574444,45,80,9796,9768
G01,LGAP,LS_1x2,10874992,45,80,9796,9486
G01,LGAP,LS_2x2,19937768,45,80,9796,9654
G02,LGAP,LS_1x0,59772051,45,80,11116,11094
G02,LGAP,LS_1x1,3710997,45,80,11116,11004
G02,LGAP,LS_1x2,49253370,45,80,11116,10608
G02,LGAP,LS_2x2,60276354,45,80,11116,10875
G03,LGAP,LS_1x0,16671645,45,80,10111,10111
G03,LGAP,LS_1x1,8649678,45,80,10111,10083
G03,LGAP,LS_1x2,24641660,45,80,10111,9701
G03,LGAP,LS_2x2,41010781,45,80,10111,9524
G01,LGAP,LS_1x0,10809433,45,80,11447,11447
G01,LGAP,LS_1x1,2855982,45,80,11447,11447
G01,LGAP,LS_1x2,21067262,45,80,11447,10969
G01,LGAP,LS_2x2,63707499,45,80,11447,11267
G02,LGAP,LS_1x0,84636557,45,80,12982,12928
G02,LGAP,LS_1x1,5297283,45,80,12982,12912
G02,LGAP,LS_1x2,65171691,45,80,12982,12305
G02,LGAP,LS_2x2,58160531,45,80,12982,12815
G03,LGAP,LS_1x0,14269368,45,80,11398,11398
G03,LGAP,LS_1x1,9522789,45,80,11398,11312
G03,LGAP,LS_1x2,25905777,45,80,11398,11052
G03,LGAP,LS_2x2,43916921,45,80,11398,11095
G01,LGAP,LS_1x0,12512623,45,80,11878,11830
G01,LGAP,LS_1x1,2769243,45,80,11878,11842
G01,LGAP,LS_1x2,17621849,45,80,11878,11744
G01,LGAP,LS_2x2,44742997,45,80,11878,11383
G02,LGAP,LS_1x0,55117039,45,80,12669,12606
G02,LGAP,LS_1x1,4970152,45,80,12669,12395
G02,LGAP,LS_1x2,45248378,45,80,12669,11962
G02,LGAP,LS_2x2,78888189,45,80,12669,12459
G03,LGAP,LS_1x0,17432443,45,80,11569,11569
G03,LGAP,LS_1x1,9543925,45,80,11569,11503
G03,LGAP,LS_1x2,22349620,45,80,11569,11224
G03,LGAP,LS_2x2,42241109,45,80,11569,11321
G01,LGAP,LS_1x0,4533856,45,80,10912,10912
G01,LGAP,LS_1x1,3557710,45,80,10912,10842
G01,LGAP,LS_1x2,12687817,45,80,10912,10723
G01,LGAP,LS_2x2,28027094,45,80,10912,10730
G02,LGAP,LS_1x0,66182877,45,80,12161,12014
G02,LGAP,LS_1x1,4960724,45,80,12161,12079
G02,LGAP,LS_1x2,59123730,45,80,12161,11485
G02,LGAP,LS_2x2,61605361,45,80,12161,12008
G03,LGAP,LS_1x0,17811141,45,80,10892,10887
G03,LGAP,LS_1x1,9030991,45,80,10892,10810
G03,LGAP,LS_1x2,33021864,45,80,10892,10613
G03,LGAP,LS_2x2,52534069,45,80,10892,10534
G01,LGAP,LS_1x0,10581030,45,80,11626,11626
G01,LGAP,LS_1x1,2607968,45,80,11626,11626
G01,LGAP,LS_1x2,10069693,45,80,11626,11516
G01,LGAP,LS_2x2,26809022,45,80,11626,11509
G02,LGAP,LS_1x0,75899270,45,80,13144,13144
G02,LGAP,LS_1x1,5806145,45,80,13144,12958
G02,LGAP,LS_1x2,58444426,45,80,13144,12429
G02,LGAP,LS_2x2,86457827,45,80,13144,12844
G03,LGAP,LS_1x0,16748926,45,80,11681,11681
G03,LGAP,LS_1x1,9677692,45,80,11681,11606
G03,LGAP,LS_1x2,26648803,45,80,11681,11264
G03,LGAP,LS_2x2,39712863,45,80,11681,11270
G01,LGAP,LS_1x0,11026306,45,80,11204,11204
G01,LGAP,LS_1x1,3191207,45,80,11204,11204
G01,LGAP,LS_1x2,15472347,45,80,11204,11092
G01,LGAP,LS_2x2,41670557,45,80,11204,10882
G02,LGAP,LS_1x0,72978832,45,80,12660,12576
G02,LGAP,LS_1x1,5656606,45,80,12660,12484
G02,LGAP,LS_1x2,62386835,45,80,12660,12227
G02,LGAP,LS_2x2,73553128,45,80,12660,12274
G03,LGAP,LS_1x0,11169417,45,80,11379,11379
G03,LGAP,LS_1x1,9907584,45,80,11379,11277
G03,LGAP,LS_1x2,27273422,45,80,11379,10933
G03,LGAP,LS_2x2,41058480,45,80,11379,10987
G01,LGAP,LS_1x0,11135795,45,80,11354,11354
G01,LGAP,LS_1x1,3994917,45,80,11354,11322
G01,LGAP,LS_1x2,18273307,45,80,11354,11180
G01,LGAP,LS_2x2,45063136,45,80,11354,11188
G02,LGAP,LS_1x0,72156904,45,80,12887,12779
G02,LGAP,LS_1x1,6201023,45,80,12887,12785
G02,LGAP,LS_1x2,52631280,45,80,12887,12154
G02,LGAP,LS_2x2,66804032,45,80,12887,12529
G03,LGAP,LS_1x0,12505002,45,80,11256,11256
G03,LGAP,LS_1x1,22752835,45,80,11256,11212
G03,LGAP,LS_1x2,27388462,45,80,11256,11019
G03,LGAP,LS_2x2,41931209,45,80,11256,11017
G01,LGAP,LS_1x0,10533489,45,80,11421,11421
G01,LGAP,LS_1x1,2689975,45,80,11421,11333
G01,LGAP,LS_1x2,20356597,45,80,11421,11186
G01,LGAP,LS_2x2,41218605,45,80,11421,11121
G02,LGAP,LS_1x0,88596943,45,80,12918,12807
G02,LGAP,LS_1x1,4654700,45,80,12918,12870
G02,LGAP,LS_1x2,60151645,45,80,12918,12455
G02,LGAP,LS_2x2,51377459,45,80,12918,12852
G03,LGAP,LS_1x0,15646497,45,80,11448,11448
G03,LGAP,LS_1x1,9471777,45,80,11448,11448
G03,LGAP,LS_1x2,43599137,45,80,11448,10856
G03,LGAP,LS_2x2,47654372,45,80,11448,10950
G01,LGAP,LS_1x0,10720882,45,80,11016,11016
G01,LGAP,LS_1x1,2909741,45,80,11016,10990
G01,LGAP,LS_1x2,12773421,45,80,11016,10841
G01,LGAP,LS_2x2,43288686,45,80,11016,10840
G02,LGAP,LS_1x0,77066848,45,80,12555,12549
G02,LGAP,LS_1x1,4147313,45,80,12555,12497
G02,LGAP,LS_1x2,64091726,45,80,12555,12094
G02,LGAP,LS_2x2,57786899,45,80,12555,12319
G03,LGAP,LS_1x0,10388960,45,80,11057,11057
G03,LGAP,LS_1x1,9397639,45,80,11057,11037
G03,LGAP,LS_1x2,22829989,45,80,11057,10822
G03,LGAP,LS_2x2,36328446,45,80,11057,10606
G01,LGAP,LS_1x0,19388460,45,80,10474,10474
G01,LGAP,LS_1x1,2993664,45,80,10474,10474
G01,LGAP,LS_1x2,21037421,45,80,10474,10285
G01,LGAP,LS_2x2,33225689,45,80,10474,10295
G02,LGAP,LS_1x0,47750545,45,80,11466,11424
G02,LGAP,LS_1x1,6297003,45,80,11466,11391
G02,LGAP,LS_1x2,47282307,45,80,11466,10835
G02,LGAP,LS_2x2,83358606,45,80,11466,11219
G03,LGAP,LS_1x0,12856672,45,80,10575,10575
G03,LGAP,LS_1x1,9021837,45,80,10575,10509
G03,LGAP,LS_1x2,27095786,45,80,10575,10190
G03,LGAP,LS_2x2,41929592,45,80,10575,10262
G01,LGAP,LS_1x0,10037138,45,80,9830,9830
G01,LGAP,LS_1x1,2435827,45,80,9830,9736
G01,LGAP,LS_1x2,17975298,45,80,9830,9532
G01,LGAP,LS_2x2,32868107,45,80,9830,9648
G02,LGAP,LS_1x0,78522019,45,80,11065,10970
G02,LGAP,LS_1x1,4210283,45,80,11065,10841
G02,LGAP,LS_1x2,55316586,45,80,11065,10377
G02,LGAP,LS_2x2,38503021,45,80,11065,10967
